"orderid","orderdate","month_order","year_order","customerid","shipperid","sales","costs","profit","quantity","discount","freight","product","category","supplier","supplier_country","employeename","hiredate","office","reports_to","title","year_salary","profit2"
10891,2012-11-14,11,2012,44,2,428.24,359.72,68.52,15,20.39,77.77,Baby Dark Lounge Suit,Babywear,Executive Clothing GMBH,Germany,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-9.25
10892,2012-05-13,5,2012,73,2,350.28,294.24,56.04,40,16.68,40.44,Rasta WCT,Sportwear,FrisersAfrong,France,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,15.60
10893,2012-05-14,5,2012,39,2,603.30,532.11,71.19,30,0.00,68.97,Tuxedo,Womens wear,Dressed for Succes,USA,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,2.22
10893,2012-05-14,5,2012,39,2,47.00,41.45,5.55,10,0.00,68.97,Samba Socker  Socks,Men´s Clothes,Samba,Brazil,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-63.42
10893,2012-05-14,5,2012,39,2,3030.72,2673.09,357.63,24,0.00,68.97,Davenport,Men´s Footwear,Austerlich,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,288.66
10893,2012-05-14,5,2012,39,2,959.00,845.84,113.16,35,0.00,68.97,Baby Dark Lounge Suit,Babywear,Executive Clothing GMBH,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,44.19
10893,2012-05-14,5,2012,39,2,147.80,130.36,17.44,20,0.00,68.97,Mehmet-Tröja,Babywear,ABC,Sweden,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-51.53
10894,2012-11-15,11,2012,17,2,682.96,606.91,76.05,28,32.52,42.05,Aino Shoes,Babywear,SatSUMAs,Japan,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,34.00
10894,2012-11-15,11,2012,17,2,113.40,95.26,18.14,50,5.40,42.05,Racing Truck  Socks,Sportwear,Bar Åkeri,Norway,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-23.91
10894,2012-11-15,11,2012,17,2,1064.70,894.35,170.35,120,50.70,42.05,Bow tie,Men´s Clothes,Austerlich,Germany,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,128.30
10895,2012-07-15,7,2012,19,2,504.90,445.32,59.58,110,0.00,37.91,Samba Socker  Socks,Men´s Clothes,Samba,Brazil,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,21.67
10895,2012-07-15,7,2012,19,2,2893.50,2552.07,341.43,45,0.00,37.91,Terence Top,Womens wear,Like Paradis,France,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,303.52
10895,2012-07-15,7,2012,19,2,1752.66,1545.85,206.81,91,0.00,37.91,Duck Trousers,Babywear,Mayflower,USA,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,168.90
10895,2012-07-15,7,2012,19,2,502.00,442.76,59.24,100,0.00,37.91,Game Over T-Shirt,Sportwear,FrisersAfrong,France,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,21.33
10896,2012-06-16,6,2012,50,1,140.85,124.23,16.62,15,0.00,56.57,Danske Treshoe,Men´s Footwear,Prael Ltd,Denmark,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,-39.95
10896,2012-06-16,6,2012,50,1,578.72,510.43,68.29,16,0.00,56.57,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,11.72
10897,2012-11-16,11,2012,37,2,10652.00,9395.06,1256.94,80,0.00,47.05,Davenport,Men´s Footwear,Austerlich,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,1209.89
10897,2012-11-16,11,2012,37,2,945.72,834.13,111.60,36,0.00,47.05,Baby Dark Lounge Suit,Babywear,Executive Clothing GMBH,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,64.54
10898,2012-05-16,5,2012,54,2,116.45,102.71,13.74,5,0.00,29.47,Aino Shoes,Babywear,SatSUMAs,Japan,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-15.73
10899,2012-11-17,11,2012,46,2,591.28,453.49,137.79,8,77.12,25.47,Terence Top,Womens wear,Like Paradis,France,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,112.32
10900,2012-05-16,5,2012,73,2,115.35,81.39,33.96,3,23.07,32.36,US-Master Jeans,Men´s Clothes,New Balls,Australia,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,1.60
10901,2012-11-20,11,2012,35,2,267.60,236.02,31.58,30,0.00,21.92,Duck Shirt,Babywear,Mayflower,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,9.66
10901,2012-11-20,11,2012,35,2,920.10,811.53,108.57,30,0.00,21.92,Atles Lussekofta,Men´s Clothes,Bar Åkeri,Norway,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,86.65
10902,2012-05-19,5,2012,24,2,1464.18,1122.96,341.22,30,190.98,67.01,Feiss Fleece Trousers,Sportwear,Mountain International,Canada,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,274.21
10902,2012-05-19,5,2012,24,2,193.20,148.18,45.02,6,25.20,67.01,Sheat Shoes,Sportwear,Fast Runners,Canada,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-21.99
10903,2012-11-21,11,2012,34,2,1029.60,908.11,121.49,40,0.00,37.24,Aino Shoes,Babywear,SatSUMAs,Japan,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,84.25
10903,2012-11-21,11,2012,34,2,223.02,196.70,26.32,21,0.00,37.24,Stretch oui-pants,Womens wear,Big L,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-10.92
10903,2012-11-21,11,2012,34,2,255.40,225.26,30.14,20,0.00,37.24,Cap,Sportwear,Hot Pants,UK,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-7.10
10904,2012-05-20,5,2012,89,2,670.35,591.25,79.10,15,0.00,72.68,Ga-Ga Dress,Babywear,Gal Export,France,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,6.42
10904,2012-05-20,5,2012,89,2,934.50,824.23,110.27,35,0.00,72.68,Sheat Shoes,Sportwear,Fast Runners,Canada,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,37.59
10905,2012-08-21,8,2012,1,2,411.60,345.74,65.86,20,19.60,60.73,Lenin Jeansshorts,Men´s Clothes,Sunny Clothes,UK,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,5.13
10906,2012-11-22,11,2012,91,2,363.30,320.43,42.87,15,0.00,44.09,Adihash Running Shoe,Sportwear,Fast Runners,Canada,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-1.22
10907,2012-05-21,5,2012,74,1,107.52,94.83,12.69,14,0.00,72.85,Bow tie,Men´s Clothes,Austerlich,Germany,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,-60.16
10908,2012-11-23,11,2012,44,2,847.98,712.30,135.68,20,40.38,73.21,Conserve Shoes,Children´s wear,Dressed for Succes,USA,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,62.47
10908,2012-11-23,11,2012,44,2,1150.57,966.48,184.09,14,54.79,73.21,Small Crocodile Boots,Ladies´Footwear,Cangaroo Shoes,Australia,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,110.88
10909,2012-08-23,8,2012,1,2,485.64,428.33,57.31,12,0.00,77.43,Conserve Shoes,Children´s wear,Dressed for Succes,USA,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-20.12
10909,2012-08-23,8,2012,1,2,148.20,130.71,17.49,15,0.00,77.43,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-59.94
10909,2012-08-23,8,2012,1,2,50.45,44.50,5.95,5,0.00,77.43,Duck Shirt,Babywear,Mayflower,USA,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-71.48
10910,2012-11-23,11,2012,90,2,100.92,89.01,11.91,12,0.00,30.08,Squash Shorts,Sportwear,Hot Pants,UK,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-18.17
10910,2012-11-23,11,2012,90,2,202.70,178.78,23.92,10,0.00,30.08,Finnish Sport Blades,Sportwear,Nordik Koskenkorva,Finland,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-6.16
10910,2012-11-23,11,2012,90,2,139.15,126.26,12.89,5,0.00,30.08,Adihash Running Shoe,Sportwear,Fast Runners,Canada,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-17.19
10911,2012-08-23,8,2012,30,1,219.30,197.02,22.28,10,0.00,35.87,Lenin Jeansshorts,Men´s Clothes,Sunny Clothes,UK,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-13.59
10911,2012-08-23,8,2012,30,1,298.32,263.12,35.20,12,0.00,35.87,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-0.67
10911,2012-08-23,8,2012,30,1,935.85,845.65,90.20,15,0.00,35.87,X-Dress,Womens wear,Smooth Clothes,USA,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,54.33
10912,2012-11-23,11,2012,37,2,1275.00,899.64,375.36,40,255.00,59.74,Desperado Jeans,Men´s Clothes,Los Hombres Machos,Spain,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,315.62
10912,2012-11-23,11,2012,37,2,9170.25,6470.53,2699.72,60,1834.05,59.74,Davenport,Men´s Footwear,Austerlich,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,2639.98
10913,2012-05-22,5,2012,62,2,887.25,626.04,261.21,30,177.45,40.33,Oyaki Kimono,Womens wear,Big L,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,220.88
10913,2012-05-22,5,2012,62,2,1163.50,820.97,342.53,40,232.70,40.33,Car Boots,Sportwear,Bar Åkeri,Norway,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,302.20
10913,2012-05-22,5,2012,62,2,774.45,683.06,91.39,15,0.00,40.33,Ga-Ga Dress,Babywear,Gal Export,France,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,51.06
10914,2012-11-24,11,2012,62,2,750.75,662.16,88.59,25,0.00,72.38,Atles Lussekofta,Men´s Clothes,Bar Åkeri,Norway,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,16.21
10915,2012-05-23,5,2012,80,3,274.50,242.11,32.39,10,0.00,24.52,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,7.87
10915,2012-05-23,5,2012,80,3,788.10,695.10,93.00,30,0.00,24.52,Car Boots,Sportwear,Bar Åkeri,Norway,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,68.48
10915,2012-05-23,5,2012,80,3,370.80,327.05,43.75,10,0.00,24.52,Patamonia Fleece Jacket,Sportwear,Mountain International,Canada,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,19.23
10916,2012-07-24,7,2012,17,2,60.66,53.50,7.16,6,0.00,72.45,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-65.29
10916,2012-07-24,7,2012,17,2,123.54,108.96,14.58,6,0.00,72.45,Rossi Bikkini,Bath Clothes,Ravenna Fashion,Italy,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-57.87
10916,2012-07-24,7,2012,17,2,381.60,336.57,45.03,20,0.00,72.45,Burned Rubber Shoes,Ladies´Footwear,Pirilli Company,Italy,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-27.42
10917,2012-05-26,5,2012,69,1,26.20,23.11,3.09,1,0.00,21.46,Baby Dark Lounge Suit,Babywear,Executive Clothing GMBH,Germany,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-18.37
10917,2012-05-26,5,2012,69,1,46.90,41.37,5.53,10,0.00,21.46,Game Over T-Shirt,Sportwear,FrisersAfrong,France,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-15.93
10918,2012-11-03,11,2012,82,3,1458.75,1029.29,429.46,60,291.75,34.42,Lenin Jeansshorts,Men´s Clothes,Sunny Clothes,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,395.04
10918,2012-11-03,11,2012,82,3,156.56,110.47,46.09,25,31.31,34.42,Game Over T-Shirt,Sportwear,FrisersAfrong,France,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,11.67
10919,2012-05-26,5,2012,47,2,242.16,213.59,28.57,24,0.00,58.44,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-29.87
10919,2012-05-26,5,2012,47,2,305.52,296.62,8.90,24,0.00,58.44,Basket Vest,Sportwear,Der Bahnhof,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-49.54
10919,2012-05-26,5,2012,47,2,400.00,352.80,47.20,20,0.00,58.44,Duck Trousers,Babywear,Mayflower,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-11.24
10920,2012-11-28,11,2012,63,2,356.88,314.77,42.11,24,0.00,49.83,Finnish Swimsuit,Sportwear,Nordik Koskenkorva,Finland,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-7.72
10921,2012-07-28,7,2012,127,2,55.90,49.30,6.60,10,0.00,53.78,LA. Shorts,Bath Clothes,Smooth Clothes,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-47.18
10921,2012-07-28,7,2012,127,2,854.40,753.58,100.82,40,0.00,53.78,Serve-Shirt,Womens wear,New Balls,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,47.04
10922,2012-11-28,11,2012,34,2,345.30,304.55,40.75,15,0.00,69.37,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-28.62
10922,2012-11-28,11,2012,34,2,166.25,146.63,19.62,35,0.00,69.37,Samba Socker  Socks,Men´s Clothes,Samba,Brazil,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-49.75
10923,2012-10-28,10,2012,41,1,158.40,116.42,41.98,10,26.40,76.90,Balett Shoes,Ladies´Footwear,Asin Fashion Ltd Co,Singapore,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,-34.92
10923,2012-10-28,10,2012,41,1,154.08,113.25,40.83,10,25.68,76.90,Summer Shorts,Bath Clothes,Asin Fashion Ltd Co,Singapore,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,-36.07
10923,2012-10-28,10,2012,41,1,1842.34,1354.12,488.22,24,307.06,76.90,X-Dress,Womens wear,Smooth Clothes,USA,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,411.32
10924,2012-06-01,6,2012,5,2,151.58,121.54,30.04,20,13.78,31.99,Sapporoo Gloves,Babywear,Nitsuchiba,Japan,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-1.95
10924,2012-06-01,6,2012,5,2,1544.40,1238.33,306.07,30,140.40,31.99,RDL Suit,Children´s wear,Austerlich,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,274.08
10924,2012-06-01,6,2012,5,2,44.64,39.37,5.27,6,0.00,31.99,Bow tie,Men´s Clothes,Austerlich,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-26.72
10925,2012-06-01,6,2012,34,2,228.85,175.52,53.33,25,29.85,67.89,Mehmet-Tröja,Babywear,ABC,Sweden,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-14.56
10925,2012-06-01,6,2012,34,2,1171.76,909.01,262.75,12,152.84,67.89,Small Crocodile Boots,Ladies´Footwear,Cangaroo Shoes,Australia,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,194.86
10926,2012-11-01,11,2012,2,2,54.98,48.49,6.49,2,0.00,59.53,Desperado Jeans,Men´s Clothes,Los Hombres Machos,Spain,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-53.04
10926,2012-11-01,11,2012,2,2,235.00,207.27,27.73,10,0.00,59.53,Aino Shoes,Babywear,SatSUMAs,Japan,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-31.80
10926,2012-11-01,11,2012,2,2,60.48,53.34,7.14,7,0.00,59.53,Squash Shorts,Sportwear,Hot Pants,UK,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-52.39
10926,2012-11-01,11,2012,2,2,121.00,106.72,14.28,10,0.00,59.53,Rossi Shorts,Bath Clothes,Ravenna Fashion,Italy,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-45.25
10927,2012-12-02,12,2012,40,1,410.70,362.24,48.46,5,0.00,26.94,Tennis Suit,Sportwear,Hot Pants,UK,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,21.52
10927,2012-12-02,12,2012,40,1,371.65,327.80,43.85,5,0.00,26.94,Small Crocodile Boots,Ladies´Footwear,Cangaroo Shoes,Australia,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,16.91
10927,2012-12-02,12,2012,40,1,7285.00,6425.37,859.63,20,0.00,26.94,Minnki Pälsii,Womens wear,Nordik Koskenkorva,Finland,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,832.69
10928,2012-06-02,6,2012,29,1,127.50,112.46,15.05,5,0.00,76.32,Lundenhagen Boots,Men´s Footwear,Niemegen Boots,Netherlands,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,-61.28
10928,2012-06-02,6,2012,29,1,1818.20,1613.76,204.44,5,0.00,76.32,Minnki Pälsii,Womens wear,Nordik Koskenkorva,Finland,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,128.12
10929,2012-08-02,8,2012,25,2,556.20,490.57,65.63,60,0.00,26.25,Basket Shoes,Sportwear,Hot Pants,UK,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,39.38
10929,2012-08-02,8,2012,25,2,373.87,329.75,44.12,49,0.00,26.25,Bow tie,Men´s Clothes,Austerlich,Germany,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,17.87
10929,2012-08-02,8,2012,25,2,198.15,174.77,23.38,15,0.00,26.25,Skirt,Womens wear,Austerlich,Germany,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-2.87
10930,2013-03-03,3,2013,82,3,386.28,371.15,15.13,36,0.00,47.70,Basket Shoes,Sportwear,Hot Pants,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-32.57
10930,2013-03-03,3,2013,82,3,1039.50,1012.77,26.73,25,0.00,47.70,Tracksuit,Sportwear,Der Bahnhof,Germany,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-20.97
10930,2013-03-03,3,2013,82,3,1192.80,876.71,316.09,25,198.80,47.70,Feiss Fleece Trousers,Sportwear,Mountain International,Canada,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,268.39
10930,2013-03-03,3,2013,82,3,1722.60,1266.11,456.49,30,287.10,47.70,Ga-Ga Dress,Babywear,Gal Export,France,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,408.79
10931,2012-06-03,6,2012,68,1,1305.55,1001.30,304.25,42,170.29,54.14,Aino Shoes,Babywear,SatSUMAs,Japan,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,250.11
10931,2012-06-03,6,2012,68,1,577.50,543.79,33.71,30,0.00,54.14,Burned Rubber Shoes,Ladies´Footwear,Pirilli Company,Italy,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-20.43
10932,2012-08-03,8,2012,42,3,313.17,263.65,49.52,30,28.47,37.35,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,12.17
10932,2012-08-03,8,2012,42,3,416.42,337.49,78.93,14,37.86,37.35,Sheat Shoes,Sportwear,Fast Runners,Canada,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,41.58
10932,2012-08-03,8,2012,42,3,182.88,161.30,21.58,16,0.00,37.35,Rossi Shorts,Bath Clothes,Ravenna Fashion,Italy,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-15.77
10932,2012-08-03,8,2012,42,3,172.04,137.94,34.10,20,15.64,37.35,Bow tie,Men´s Clothes,Austerlich,Germany,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-3.25
10933,2012-06-03,6,2012,19,2,110.38,97.36,13.02,2,0.00,32.82,Jumpin Jack Flash Dress,Womens wear,Cangaroo Shoes,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-19.80
10933,2012-06-03,6,2012,19,2,764.70,674.47,90.23,30,0.00,32.82,Adihash Running Shoe,Sportwear,Fast Runners,Canada,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,57.41
10934,2013-02-06,2,2013,44,2,74.00,65.27,8.73,20,0.00,57.17,Shagall Socks,Womens wear,Dressed for Succes,USA,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-48.44
10935,2012-08-06,8,2012,82,3,444.15,391.74,52.41,21,0.00,45.44,Lenin Jeansshorts,Men´s Clothes,Sunny Clothes,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,6.97
10935,2012-08-06,8,2012,82,3,123.45,87.11,36.34,4,24.69,45.44,Deuce shirt,Babywear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-9.10
10935,2012-08-06,8,2012,82,3,91.20,64.35,26.85,8,18.24,45.44,DSW,Ladies´Footwear,Goa Kläder,Sweden,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-18.59
10936,2012-06-06,6,2012,32,3,313.92,230.73,83.19,30,52.32,57.08,Mehmet-Tröja,Babywear,ABC,Sweden,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,26.11
10937,2012-08-07,8,2012,12,2,397.28,350.40,46.88,8,0.00,49.25,RDL Suit,Children´s wear,Austerlich,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-2.37
10937,2012-08-07,8,2012,12,2,154.20,136.00,18.20,20,0.00,49.25,Baywatch Bikkini,Bath Clothes,Smooth Clothes,USA,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-31.05
10938,2012-11-07,11,2012,63,2,565.75,399.19,166.56,20,113.15,30.44,Aino Shoes,Babywear,SatSUMAs,Japan,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,136.12
10938,2012-11-07,11,2012,63,2,380.10,282.41,97.69,24,76.02,30.44,Summer Shorts,Bath Clothes,Asin Fashion Ltd Co,Singapore,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,67.25
10938,2012-11-07,11,2012,63,2,322.18,227.33,94.85,49,64.44,30.44,Game Over T-Shirt,Sportwear,FrisersAfrong,France,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,64.41
10938,2012-11-07,11,2012,63,2,1411.81,996.17,415.64,35,282.36,30.44,Atles Lussekofta,Men´s Clothes,Bar Åkeri,Norway,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,385.20
10939,2012-06-07,6,2012,49,1,206.54,175.75,30.79,10,26.94,34.20,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-3.41
10939,2012-06-07,6,2012,49,1,2723.66,2088.93,634.73,40,355.26,34.20,X-Dress,Womens wear,Smooth Clothes,USA,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,600.53
10940,2012-12-08,12,2012,73,2,308.56,272.15,36.41,8,0.00,70.49,Conserve Shoes,Children´s wear,Dressed for Succes,USA,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-34.08
10940,2012-12-08,12,2012,73,2,465.60,410.66,54.94,20,0.00,70.49,Aino Shoes,Babywear,SatSUMAs,Japan,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-15.55
10941,2012-11-08,11,2012,32,3,441.10,311.24,129.86,44,88.22,69.94,Rossi Bermuda Shorts,Bath Clothes,Ravenna Fashion,Italy,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,59.92
10941,2012-11-08,11,2012,32,3,1023.00,721.83,301.17,30,204.60,69.94,Sheat Shoes,Sportwear,Fast Runners,Canada,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,231.23
10941,2012-11-08,11,2012,32,3,1282.00,1004.47,277.53,80,256.40,69.94,Cap,Sportwear,Hot Pants,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,207.59
10941,2012-11-08,11,2012,32,3,626.50,552.57,73.93,50,0.00,69.94,Rossi Shorts,Bath Clothes,Ravenna Fashion,Italy,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,3.99
10942,2012-09-08,9,2012,66,1,551.88,486.76,65.12,28,0.00,65.71,Finnish Sport Blades,Sportwear,Nordik Koskenkorva,Finland,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-0.59
10943,2012-06-08,6,2012,42,3,364.20,321.22,42.98,15,0.00,30.30,Aino Shoes,Babywear,SatSUMAs,Japan,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,12.68
10943,2012-06-08,6,2012,42,3,73.29,64.64,8.65,21,0.00,30.30,Ravellis Träskor,Ladies´Footwear,Goa Kläder,Sweden,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-21.65
10943,2012-06-08,6,2012,42,3,185.85,163.92,21.93,15,0.00,30.30,Rodbye Troje,Babywear,Prael Ltd,Denmark,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-8.37
10944,2012-06-09,6,2012,79,2,161.88,114.22,47.66,5,32.38,71.52,Desperado Jeans,Men´s Clothes,Los Hombres Machos,Spain,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-23.86
10944,2012-06-09,6,2012,79,2,1636.43,1154.66,481.76,18,327.29,71.52,Okkaba Skin Jackets,Womens wear,Asin Fashion Ltd Co,Singapore,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,410.25
10944,2012-06-09,6,2012,79,2,727.20,641.39,85.81,18,0.00,71.52,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,14.29
10945,2012-10-09,10,2012,32,3,543.40,479.28,64.12,20,0.00,26.55,Aino Shoes,Babywear,SatSUMAs,Japan,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,37.57
